Date,LKOH,ROSN
2026-02-25,5162.0,391.4
2026-02-26,5140.5,390.3
2026-02-27,5220.5,394.25
2026-02-28,5376.5,405.85
2026-03-01,5376.5,405.85
2026-03-02,5532.5,435.8
2026-03-03,5483.0,443.3
2026-03-04,5385.0,441.25
2026-03-05,5418.0,447.7
2026-03-06,5624.0,468.0
